Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
13.0,Sun,2020-12-20,13:30,Gençlerbirliği,1–1,Ankaragücü,,Eryaman Stadyumu,Yaşar Kemal Uğurlu,Match Report,,21,T1
13.0,Sun,2020-12-20,16:00,Denizlispor,1–0,Alanyaspor,,Denizli Atatürk Stadyumu,Suat Arslanboga,Match Report,,21,T1
13.0,Sun,2020-12-20,19:00,Beşiktaş,4–0,Erzurum BB,,Vodafone Arena,Halil Umut Meler,Match Report,,21,T1
13.0,Mon,2020-12-21,19:00,Antalyaspor,2–0,Kayserispor,,Antalya Stadyumu,Umit Öztürk,Match Report,,21,T1
13.0,Mon,2020-12-21,19:00,Konyaspor,0–1,Sivasspor,,Konya Büyükşehir Stadı,Fırat Aydınus,Match Report,,21,T1
,,,,,,,,,,,,21,T1
14.0,Tue,2020-12-22,16:00,Hatayspor,0–1,Trabzonspor,,Antakya Atatürk Stadı,Abdulkadir Bitigen,Match Report,,21,T1
14.0,Tue,2020-12-22,19:00,Galatasaray,3–1,Göztepe,,Türk Telekom Arena,Mete Kalkavan,Match Report,,21,T1
14.0,Wed,2020-12-23,16:00,Alanyaspor,1–1,Yeni Mal'spor,,Bahçeşehir Okulları Stadyumu,Alper Ulusoy,Match Report,,21,T1
14.0,Wed,2020-12-23,16:00,Erzurum BB,1–2,Denizlispor,,Kazım Karabekir Stadyumu,Hüseyin Göçek,Match Report,,21,T1
14.0,Wed,2020-12-23,19:00,Fenerbahçe,4–1,Başakşehir,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Bahattin Şimşek,Match Report,,21,T1
14.0,Wed,2020-12-23,19:00,Kasımpaşa,0–4,Gaziantep FK,,Recep Tayyip Erdoğan Stadyumu,Koray Gençerler,Match Report,,21,T1
14.0,Thu,2020-12-24,16:00,Sivasspor,3–1,Gençlerbirliği,,Sivas Arena,Tugay Kaan Numanoğlu,Match Report,,21,T1
14.0,Thu,2020-12-24,16:00,Kayserispor,1–2,Konyaspor,,Kadir Has Şehir Stadı,Ali Palabıyık,Match Report,,21,T1
14.0,Thu,2020-12-24,19:00,Rizespor,2–1,Antalyaspor,,Yeni Rize Şehir Stadı,Erkan Özdamar,Match Report,,21,T1
14.0,Thu,2020-12-24,19:00,Ankaragücü,0–1,Beşiktaş,,Eryaman Stadyumu,Halis Özkahya,Match Report,,21,T1
,,,,,,,,,,,,21,T1
15.0,Sat,2020-12-26,16:00,Göztepe,1–1,Fatih Karagümrük,,Gürsel Aksel Stadyumu,Sarper Baris Saka,Match Report,,21,T1
15.0,Sat,2020-12-26,19:00,Trabzonspor,0–2,Galatasaray,,Şenol Güneş Stadyumu,Halil Umut Meler,Match Report,,21,T1
15.0,Sun,2020-12-27,13:30,Gaziantep FK,3–1,Alanyaspor,,Kalyon Arena,Yaşar Kemal Uğurlu,Match Report,,21,T1
15.0,Sun,2020-12-27,16:00,Denizlispor,1–2,Ankaragücü,,Denizli Atatürk Stadyumu,Özgür Yankaya,Match Report,,21,T1
15.0,Sun,2020-12-27,16:00,Yeni Mal'spor,1–3,Erzurum BB,,Yeni Malatya Stadyumu,Mustafa Öğretmenoğlu,Match Report,,21,T1
15.0,Sun,2020-12-27,19:00,Başakşehir,2–2,Kasımpaşa,,Başakşehir Fatih Terim Stadium,Fırat Aydınus,Match Report,,21,T1
15.0,Mon,2020-12-28,16:00,Gençlerbirliği,3–2,Kayserispor,,Eryaman Stadyumu,Cüneyt Çakιr,Match Report,,21,T1
15.0,Mon,2020-12-28,16:00,Konyaspor,1–1,Rizespor,,Konya Büyükşehir Stadı,Burak Şeker,Match Report,,21,T1
15.0,Mon,2020-12-28,19:00,Beşiktaş,3–0,Sivasspor,,Vodafone Arena,Arda Kardeşler,Match Report,,21,T1
15.0,Tue,2020-12-29,19:00,Antalyaspor,0–6,Hatayspor,,Antalya Stadyumu,Ramazan Keleş,Match Report,,21,T1
,,,,,,,,,,,,21,T1
16.0,Sat,2021-01-02,13:30,Sivasspor,2–2,Denizlispor,,Sivas Arena,Erkan Özdamar,Match Report,,21,T1
16.0,Sat,2021-01-02,13:30,Erzurum BB,1–1,Gaziantep FK,,Kazım Karabekir Stadyumu,Tugay Kaan Numanoğlu,Match Report,,21,T1
16.0,Sat,2021-01-02,16:00,Ankaragücü,3–1,Yeni Mal'spor,,Eryaman Stadyumu,Volkan Bayarslan,Match Report,,21,T1
16.0,Sat,2021-01-02,16:00,Alanyaspor,3–0,Başakşehir,,Bahçeşehir Okulları Stadyumu,Mete Kalkavan,Match Report,,21,T1
16.0,Sat,2021-01-02,19:00,Hatayspor,2–1,Konyaspor,,Antakya Atatürk Stadı,Alper Ulusoy,Match Report,,21,T1
